seed,gen,best,mean,best_H,best_F,best_Min
0,0,14.181947365153928,11.258819209778027,31.125616535285857,47.88556390043978,257.79999999999995
0,1,15.492380274563637,12.476607152907247,33.99199193847533,52.29537221303898,281.1
0,2,15.949484003414538,13.608040612825901,34.072041720627,52.41852572404153,239.7
0,3,16.274132127460636,14.644727650147086,35.0631025224269,53.94323464988756,260.6
0,4,17.144898627377792,15.405891457762287,36.649597450844475,56.383996078222275,258.95
0,5,18.20844235375506,15.945784200609049,38.92375008554511,59.882692439300165,275.05
0,6,18.20844235375506,16.671860196555105,38.92375008554511,59.882692439300165,275.05
0,7,18.563171573784793,17.307646814605828,38.47660435131463,59.19477592509944,215.5
0,8,18.904158695439083,17.882775161676058,39.76636614867259,61.17902484411168,250.85000000000002
0,9,19.20741860093884,18.43928338279782,40.313777401743565,62.021196002682416,250.0
0,10,20.083106891508812,18.73777246229502,41.362484227087805,63.634591118596646,218.89999999999998
0,11,20.303023163551494,19.116541050595504,42.05875730373848,64.70578046728996,234.39999999999998
0,12,21.05023335232838,19.638831174170836,43.32943336860986,66.66066672093828,228.10000000000002
0,13,21.73664605584225,20.236785375907804,44.51412838942133,68.4832744452636,223.25
0,14,23.536602456366683,20.71240160694301,48.0565474189667,73.9331498753334,234.0
0,15,23.858827547324463,21.286429354101717,48.665179730745436,74.8695072780699,234.55
0,16,23.98507482769999,21.979901905058206,48.94978182287141,75.3073566505714,237.25
0,17,24.379215961193644,22.91898447728062,49.673401070788195,76.42061703198185,236.8
0,18,24.404415527420078,23.772527157525534,50.130628836637285,77.12404436405737,258.9
0,19,24.773054827699994,24.002666103293468,50.44010182287141,77.60015665057139,238.7
0,20,25.310856077590426,24.28245464423278,51.63758985838222,79.44244593597266,249.4
0,21,26.42868082689187,24.7243699213897,53.59747867851347,82.45765950540533,243.15
0,22,26.473787167231727,25.158046747245,53.69053331057321,82.60082047780494,243.65
0,23,27.298858565727517,25.59261104302428,55.51809447920826,85.4124530449358,259.55
0,24,27.335118778550463,26.326119586994555,55.43686344587944,85.28748222442992,251.55
0,25,27.712821661898367,26.78370543301146,56.594240229239816,87.06806189113817,276.1
0,26,28.046563434639598,27.145162705098574,56.85840352147355,87.47446695611316,256.95
0,27,28.14310145584856,27.483218712459365,57.05997413229017,87.78457558813872,258.15
0,28,28.198325380228333,27.772949269055925,57.37424713470975,88.26807251493805,269.55
0,29,29.573109761402566,27.999361855637712,59.786275271176194,91.97888503257876,261.95
