seed,gen,best,mean,best_H,best_F,best_Min
0,0,13.548943143771535,11.007112420910849,29.255465838432855,45.0084089822044,220.39999999999998
0,1,14.23586895127295,11.955999040498671,32.19518519522119,49.53105414649414,310.0
0,2,14.305691544952865,12.980833331408325,31.743570012055322,48.83626155700819,278.7
0,3,15.092587884754183,13.800296251260212,33.00159178597206,50.77167967072626,267.75
0,4,15.839532013262518,14.572027179919798,33.975559453201825,52.27009146646435,245.5
0,5,15.8721005185142,15.16668308481119,34.70740096295495,53.39600148146917,281.65
0,6,16.743413062205665,15.620246871979607,36.76940997266767,56.568323034873345,305.54999999999995
0,7,16.943227548676745,15.918138501975259,36.721708304685386,56.494935853362136,283.0
0,8,17.291621689754088,16.2241601818635,37.54051170954331,57.75463339929741,292.25
0,9,17.6594300053358,16.83731950468029,38.276512867052205,58.88694287238802,295.1
0,10,18.073572384955707,17.185526140757197,39.125491572060604,60.19306395701633,299.4
0,11,18.38091830377994,17.563182673264514,39.2097054213056,60.322623725085535,273.2
0,12,18.890800778629348,17.93053777622669,40.3386300174545,62.05943079608384,283.0
0,13,18.94939647612392,18.24316899620974,40.25895059851585,61.93684707463978,272.85
0,14,19.209197668187524,18.479740943888736,40.83243852663397,62.819136194821496,277.75
0,15,19.29763764463623,18.827404938696574,41.263184197181566,63.48182184181779,292.09999999999997
0,16,20.109187851175804,19.079658723249867,42.47134886646935,65.34053671764515,276.0
0,17,20.343461834399342,19.409392215737945,43.22214340674163,66.49560524114096,293.0
0,18,20.416671132746878,19.8549641470978,43.37296067510133,66.72763180784818,293.8
0,19,20.660613668158582,20.22768522556269,43.87428252658021,67.49889619473876,296.40000000000003
0,20,20.71077173993861,20.37592024826861,43.915433231314566,67.56220497125318,293.59999999999997
0,21,20.853626630533174,20.497481054337484,44.10923517099019,67.86036180152338,289.75
0,22,21.050288921686466,20.66943557649246,44.656465140274854,68.7022540619613,299.55
0,23,21.488981612281233,20.86183583736652,45.43589442280801,69.90137603508926,297.65000000000003
0,24,22.91211035723757,21.13385051587818,48.060276377726915,73.93888673496448,296.65000000000003
0,25,23.223405885334174,21.669575262568387,48.54182521562063,74.67973110095484,291.45
0,26,23.223405885334174,22.34032380264533,48.54182521562063,74.67973110095484,291.45
0,27,23.41381213346413,22.99304201392939,48.92886539071911,75.27517752418326,293.25
0,28,24.176144245610782,23.262697078892653,50.311196456134326,77.40184070174514,291.45
0,29,24.186178190288935,23.414815187220675,50.395759496250896,77.53193768653988,295.0
1,0,16.748950404840176,12.089681582854611,35.99783646613175,55.38128687097193,263.45
1,1,16.772089017085833,14.121131526037882,35.9850938888737,55.36168290595955,260.45
1,2,16.772089017085833,15.832168478321497,35.9850938888737,55.36168290595955,260.45
1,3,16.881044286467596,16.682458322371556,35.792796532011245,55.06584081847884,239.2
1,4,18.0432656224693,16.80522116104093,37.94192187030013,58.37218749276943,238.7
1,5,18.0432656224693,16.88731801452714,37.94192187030013,58.37218749276943,238.7
1,6,18.0432656224693,17.095691772465795,37.94192187030013,58.37218749276943,238.7
1,7,18.0499740256745,17.507498092348172,37.95902319053835,58.398497216212846,238.95
1,8,18.210346025674504,17.906391896421162,38.293071190538356,58.912417216212845,240.89999999999998
1,9,18.304328679768982,18.04901694191863,38.5279675481424,59.27379622791138,244.15
1,10,18.478805341059623,18.1290029590106,38.742424204825014,59.60372954588463,238.25
1,11,19.349406500099555,18.268968496685034,40.60161207161347,62.464018571713034,251.3
1,12,19.71610534105963,18.422580065605136,41.08762420482502,63.21172954588463,240.8
1,13,20.506980839327248,18.90713989288402,43.31782155875061,66.64280239807786,281.79999999999995
1,14,20.506980839327248,19.664325308428523,43.31782155875061,66.64280239807786,281.79999999999995
1,15,20.662788906818154,20.095964799511155,43.3369651126623,66.67225401948049,267.25
1,16,21.22405262289265,20.457447567362028,44.73402629965777,68.82157892255042,286.34999999999997
1,17,21.693943156166384,20.72907356727429,44.967823004309004,69.1812661604754,251.95
1,18,21.693943156166384,21.092721256660607,44.967823004309004,69.1812661604754,251.95
1,19,22.114793564630848,21.374091360974198,46.31211662002872,71.24941018465957,282.25
1,20,22.541512370808043,21.75381028102522,47.1668086886435,72.56432105945153,285.59999999999997
1,21,22.930562595289214,22.11773255598986,47.77975910553711,73.50732170082632,279.7
1,22,23.154116083530887,22.511854279879284,48.30171558370023,74.31033166723114,285.45
1,23,23.978009196990556,22.86969003476526,49.807659937268184,76.62716913425876,284.15
1,24,23.978009196990556,23.10479608037877,49.807659937268184,76.62716913425876,284.15
1,25,24.781837379270012,23.517170188977044,51.34226941864431,78.98810679791431,286.4
1,26,24.783383672480813,23.956089477351114,51.390641106035794,79.0625247785166,288.84999999999997
1,27,25.239253379930698,24.399002799857634,52.26975627701415,80.41500965694486,290.59999999999997
1,28,25.239253379930698,24.80618893971892,52.26975627701415,80.41500965694486,290.59999999999997
1,29,25.59792982209419,24.918581201940796,52.956298241032066,81.47122806312626,291.69999999999993
